0.562350	0.562350	 
2.056478	2.056478	
3.817415	3.817415	 
6.456767	6.456767	 
8.402417	8.402417	
9.555851	9.555851	
10.688761	10.688761	
11.838090	11.838090	
12.979210	12.979210	
14.124434	14.124434	
15.277868	15.277868	
16.410778	16.410778	
17.551898	17.551898	
18.690858	18.690858	
19.833104	19.833104	
20.968876	20.968876	
22.121733	22.121733	
23.271138	23.271138	
24.406737	24.406737	
26.701776	26.701776	
27.260696	27.260696	
27.826387	27.826387	
28.393849	28.393849	
28.969854	28.969854	
29.542817	29.542817	
30.115794	30.115794	
30.695674	30.695674	
31.261747	31.261747	
31.820917	31.820917	
32.407701	32.407701	
32.970939	32.970939	
33.542730	33.542730	
34.122662	34.122662	
34.685583	34.685583	
34.997992	34.997992	
35.259147	35.259147	
35.835152	35.835152	
36.406275	36.406275	
36.970076	36.970076	
37.547684	37.547684	
38.111485	38.111485	
38.694811	38.694811	
39.263494	39.263494	
39.827295	39.827295	
40.408181	40.408181	
40.981745	40.981745	
41.550427	41.550427	
42.128872	42.128872	
42.861019	42.861019	 
43.075804	43.075804	
43.650498	43.650498	
