4.136409	4.136409	
7.558170	7.558170	
10.983680	10.983680	
12.694790	12.694790	
13.559799	13.559799	
14.393772	14.393772	
15.274055	15.274055	
16.134651	16.134651	
16.986810	16.986810	
17.966527	17.966527	
18.706190	18.706190	
19.348124	19.348124	
19.993729	19.993729	
20.859853	20.859853	
21.695986	21.695986	
22.563464	22.563464	
23.410638	23.410638	
24.269744	24.269744	
25.128850	25.128850	
26.095344	26.095344	
28.573228	28.573228	
29.420402	29.420402	
30.283486	30.283486	
31.154524	31.154524	
31.997720	31.997720	
32.864781	32.864781	
33.755706	33.755706	
34.201168	34.201168	
34.988682	34.988682	
35.847788	35.847788	
36.718826	36.718826	
37.577932	37.577932	
38.444992	38.444992	
38.870568	38.870568	
39.717742	39.717742	
40.147295	40.147295	
40.584803	40.584803	
40.994469	40.994469	
