12.528075	12.528075	
13.908742	13.908742	
15.240163	15.240163	
16.557787	16.557787	
17.895934	17.895934	
18.641407	18.641407	
19.365442	19.365442	
20.570195	20.570195	
23.404611	23.404611	
24.767228	24.767228	
25.456985	25.456985	
26.112736	26.112736	
28.011911	28.011911	
28.799787	28.799787	
29.980575	29.980575	
30.670332	30.670332	
31.326083	31.326083	
33.278769	33.278769	
33.968526	33.968526	
34.624277	34.624277	
35.297827	35.297827	
35.969785	35.969785	
36.642443	36.642443	
37.315293	37.315293	
38.891844	38.891844	
39.261272	39.261272	
39.581601	39.581601	
41.408686	41.408686	
41.901256	41.901256	
43.912582	43.912582	
45.554481	45.554481	
46.556039	46.556039	
47.524759	47.524759	
48.542736	48.542736	
49.897611	49.897611	
50.899169	50.899169	
51.867890	51.867890	
52.885867	52.885867	
53.903844	53.903844	
54.886396	54.886396	
55.290255	55.290255	
56.285170	56.285170	
57.286728	57.286728	
58.255449	58.255449	
59.273426	59.273426	
60.255978	60.255978	
60.659836	60.659836	
61.654752	61.654752	
62.656310	62.656310	
63.625030	63.625030	
64.643008	64.643008	
65.085533	65.085533	
65.549932	65.549932	
