1.851945	1.851945	
4.046098	4.046098	
6.199991	6.199991	
8.414273	8.414273	
10.608426	10.608426	
12.782449	12.782449	
14.936342	14.936342	
17.090235	17.090235	
18.771076	18.771076	
19.485689	19.485689	
20.576449	20.576449	
21.665976	21.665976	
22.756736	22.756736	
23.846264	23.846264	
24.937023	24.937023	
26.026551	26.026551	
27.117310	27.117310	
28.209120	28.209120	
29.302812	29.302812	
30.393512	30.393512	
31.485709	31.485709	
32.574156	32.574156	
33.666088	33.666088	
34.756045	34.756045	
35.695656	35.695656	
36.778560	36.778560	
37.869319	37.869319	
38.958847	38.958847	
40.049606	40.049606	
41.139134	41.139134	
42.229894	42.229894	
43.319421	43.319421	
44.410181	44.410181	
45.501990	45.501990	
46.595683	46.595683	
47.686383	47.686383	
48.778579	48.778579	
49.867026	49.867026	
50.958959	50.958959	
52.048916	52.048916	
53.411816	53.411816	
54.235090	54.235090	
55.327898	55.327898	
56.416795	56.416795	
57.505692	57.505692	
58.594589	58.594589	
59.683486	59.683486	
60.772383	60.772383	
61.861280	61.861280	
