2.125561	2.125561	
6.350109	6.350109	
6.963472	6.963472	
7.504674	7.504674	
7.764451	7.764451	
10.593136	10.593136	
12.000262	12.000262	
12.707434	12.707434	
13.421821	13.421821	
13.970239	13.970239	
14.489794	14.489794	
15.196965	15.196965	
15.543335	15.543335	
15.868056	15.868056	
16.250506	16.250506	
16.784492	16.784492	
17.325695	17.325695	
18.061730	18.061730	
18.372019	18.372019	
18.747253	18.747253	
19.071975	19.071975	
19.598745	19.598745	
20.132731	20.132731	
20.666718	20.666718	
21.215136	21.215136	
21.568722	21.568722	
21.907875	21.907875	
22.441862	22.441862	
22.983064	22.983064	
23.495403	23.495403	
24.029389	24.029389	
24.332462	24.332462	
24.563376	24.563376	
25.248899	25.248899	
25.797317	25.797317	
26.324087	26.324087	
26.850858	26.850858	
27.204443	27.204443	
27.565245	27.565245	
28.092016	28.092016	
28.638473	28.638473	
30.383530	30.383530	
32.853143	32.853143	
33.210318	33.210318	
35.686925	35.686925	
36.044100	36.044100	
38.850478	38.850478	
42.057923	42.057923	
42.709498	42.709498	
43.412870	43.412870	
44.080343	44.080343	
44.832767	44.832767	
45.533613	45.533613	
46.228702	46.228702	
46.929548	46.929548	
47.624636	47.624636	
48.292109	48.292109	
49.044533	49.044533	
49.745380	49.745380	
50.440468	50.440468	
51.141315	51.141315	
51.841458	51.841458	
52.541601	52.541601	
55.418016	55.418016	
55.775192	55.775192	
58.240299	58.240299	
58.592135	58.592135	
