4.869448	4.869448	
9.040496	9.040496	
10.878338	10.878338	
12.969674	12.969674	
14.976513	14.976513	
16.992242	16.992242	
19.098606	19.098606	
21.083208	21.083208	
23.155735	23.155735	
25.178019	25.178019	
27.263107	27.263107	
29.279026	29.279026	
30.371813	30.371813	
31.326431	31.326431	
32.871406	32.871406	
33.913950	33.913950	
34.943933	34.943933	
35.948795	35.948795	
36.941096	36.941096	
37.958518	37.958518	
39.038745	39.038745	
40.043606	40.043606	
41.073589	41.073589	
42.078451	42.078451	
43.070752	43.070752	
44.138417	44.138417	
45.155840	45.155840	
46.210945	46.210945	
47.240928	47.240928	
48.262917	48.262917	
49.308585	49.308585	
